"hhid","zone","sector","ea","hhsize","wt_wave4","popw","food_own1","food_purch1","food_own2","food_purch2","food_own3","food_purch3","food_own4","food_purch4","food_own5","food_purch5","food_own6","food_purch6","food_own7","food_purch7","food_own8","food_purch8","food_own9","food_purch9","food_own10","food_purch10","food_own11","food_purch11","food_own12","food_purch12","food_own13","food_purch13","food_own14","food_purch14","food_own15","food_purch15","food_own16","food_purch16","food_own17","food_purch17","food_own18","food_purch18","food_own19","food_purch19","food_meals20","nonfood21","nonfood22","nonfood23","nonfood24","nonfood25","nonfood26","nonfood27","nonfood28","nonfood29","edu29","edu30","health31","health32","rent33","reg_def_mean","totcons_pc","totcons_adj","totcons_adj_norm"
10051,4,1,1690,5,3545.4638671875,17727.3203125,0,0,1629.46435546875,5800.89283447266,0,5201.90769042969,0,4432.14291992187,0,2696.22017822266,0,651.785705566406,0,5220.80346679688,0,0,0,11471.4287109375,0,3802.08334960938,0,3519.64294433594,0,0,0,11706.9985900879,0,2581.071484375,0,0,0,0,0,0,0,3519.64294433594,0,10913.6212890625,23529.4643554688,12905.3576171875,7300.00009765625,2494.16667480469,30,5627.08325195312,5953.66666870117,3025,0,0,1800,940,26231.3337646484,0,18000,1.05650001764297,180983.778894043,171305.04105226,175694.323312536
10053,4,1,1690,2,3545.4638671875,7090.927734375,0,0,0,9125.00024414062,2780.0654296875,11049.6065673828,1303.57141113281,3476.1904296875,1181.90478515625,5785.37410481771,1564.28576660156,3910.71423339844,0,10774.2697753906,0,0,0,10428.5716145833,0,22160.7145182292,0,9124.99959309896,0,528.746948242188,0,6525.80028851827,0,0,0,0,0,0,0,0,0,1630.74230957031,0,15279.0701497396,34240.4764811198,10428.5716145833,6995.83333333333,12166.6668294271,217.261912027995,3091.66666666667,9255.55563863118,6000,3041.66666666667,0,0,0,26766.666015625,0,38364.5859375,1.05650001764297,267198.579264959,252909.204735341,259389.398657169
10054,4,1,1690,2,3545.4638671875,7090.927734375,0,0,0,10863.0949707031,0,4391.65604654948,0,7547.36246744792,0,6356.46264648438,0,3041.66662597656,0,9149.55987548828,0,1738.09521484375,0,17163.6897786458,0,8255.95231119792,0,5431.54768880208,0,87.9393513997396,0,9692.95750427246,0,5952.97615559896,0,0,0,6083.33333333333,0,0,0,5431.54768880208,0,4850.49853515625,18684.5236816406,10428.5714518229,9733.33333333333,4765.27783203125,825.595235188802,5352.77766927083,6454.16674804688,11583.3333333333,6083.33333333333,0,0,0,0,0,60000,1.05650001764297,239949.252812703,227117.130909306,232936.464582043
10055,4,1,0,4,3545.4638671875,14181.85546875,0,0,0,4963.20647277832,0,16001.3389648438,0,8555.54504394531,0,4588.57133789062,0,4451.28439941406,0,8553.53081054688,0,0,0,6517.85712890625,0,14552.308203125,0,1499.10709228516,0,0,0,9729.38282775879,0,0,0,0,0,6257.142578125,0,0,0,1979.37022705078,0,5214.2861328125,2867.85710449219,18901.7862792969,9946.2498046875,2737.50007324219,117.321432495117,1828.75003662109,4207.08336181641,4700,0,0,12500,6250,8820.83349609375,0,5760,1.05650001764297,171500.312808228,162328.736340999,166488.022246294
10056,4,1,1690,1,3545.4638671875,3545.4638671875,0,0,0,7821.42846679688,0,9314.68627929688,0,13312.0579833984,0,10950,0,5214.28564453125,0,12680.9499816895,0,2607.14282226562,0,13035.7138671875,0,7821.4287109375,0,8473.21411132812,0,184.672637939453,0,9693.98284912109,0,1955.35717773438,0,0,0,0,0,0,0,8473.21411132812,0,11671.5112304688,6517.85717773438,9125,13991.6665039062,8516.66674804688,782.142883300781,6937.50024414062,10087.5001220703,8950,0,0,0,0,0,0,15000,1.05650001764297,203117.979553223,192255.538250131,197181.626929702
10057,4,1,1690,5,3545.4638671875,17727.3203125,0,0,1564.2857421875,4104.5787109375,3594.889453125,9160.30166015625,0,3650,0,3429.26181640625,3128.5712890625,521.428564453125,0,8186.42858886719,0,0,0,5735.714453125,0,5214.2859375,0,1564.28569335937,0,0,0,4573.7001953125,0,1251.42861328125,0,0,0,0,0,1042.85712890625,0,1564.28569335937,0,12514.2859375,25237.1432617188,15642.857421875,6691.6666015625,2433.3333984375,52.1428588867188,4380,10620.0000976562,840,7300,0,3300,1620,4051.666796875,0,23018.7515625,1.05650001764297,175988.151477051,166576.572208372,170844.698755498
10058,4,1,1690,5,3545.4638671875,17727.3203125,0,0,0,13557.1424804688,0,11133.8646484375,0,7478.2134765625,0,3670.85708007813,0,0,1403.70415039062,14208.9287841797,1564.2857421875,0,0,41192.85703125,0,10689.2857421875,0,1564.28583984375,0,822.814306640625,0,7734.94444122314,0,4223.57138671875,0,0,0,4171.428515625,0,0,0,3128.571484375,0,7508.571875,9542.14287109375,31285.7140625,12166.66640625,2311.66669921875,782.142846679687,15886.6671875,4745.00002441406,2600,4623.333203125,0,600,1080,32606.6671875,0,19200,1.05650001764297,271483.32747345,256964.811111998,263548.920254384
10059,4,1,1690,3,3545.4638671875,10636.3916015625,0,0,0,20748.5115559896,2274.48063151042,8887.10807291667,0,9869.1953125,0,6118.09513346354,1738.09521484375,1738.09521484375,869.047607421875,18467.2620035807,0,0,0,44321.4283854167,0,16077.3818359375,0,3476.1904296875,0,1810.87801106771,0,12950.8605041504,0,16598.8097330729,0,0,0,0,0,0,0,6083.33317057292,0,14575.748046875,38672.6184895833,60833.3333333333,6083.33333333333,4663.88883463542,869.047648111979,21808.333984375,8618.05558268229,6500,7705.55533854167,0,0,0,5677.77799479167,0,16000,1.05650001764297,364036.465403239,344568.347680102,353397.088075801
10060,4,1,1690,6,3545.4638671875,21272.783203125,0,0,1989.66162109375,13948.2141113281,0,5250.49609375,0,4345.23807779948,0,3632.61897786458,3476.19034830729,0,0,10479.6860758464,0,0,0,21291.6663411458,0,7169.64322916667,0,2824.40478515625,0,1201.18676757812,0,7553.04933166504,651.785725911458,1433.92858886719,0,0,0,6083.33333333333,0,0,0,2824.40478515625,6012.59635416667,0,11732.142578125,0,8212.5,1875.69445800781,347.619059244792,3041.66666666667,5606.8056640625,550,0,0,10200,13141.6666666667,1115.27775065104,0,10000,1.05650001764297,165991.477391561,157114.505082436,161140.188773671
10061,4,2,1044,8,3131.96923828125,25055.75390625,0,0,0,7935.49108123779,23230.5975341797,0,0,3491.18212890625,3124.22613525391,738.690490722656,6380.38684082031,1629.46435546875,4670.47764587402,5898.66069030762,0,0,0,13361.6076660156,0,12383.9282226562,0,3910.71447753906,0,687.370971679688,0,3067.10169672966,2444.19647216797,1368.75,0,0,0,6599.7041015625,3688.63696289062,0,0,2118.30358886719,4888.39306640625,6843.75,6191.96423339844,11406.25,1444.79168701172,1942.86462402344,2118.30354309082,4960.93734741211,1823.95832824707,2812.5,3421.875,0,2625,4650,6387.50012207031,0,8015.74365234375,1.06050002574921,176263.322666883,166207.749539996,170466.425887727
10062,4,2,1044,1,3131.96923828125,3131.96923828125,0,0,0,13035.7138671875,11542.5437011719,0,9125,9309.8193359375,3571.78564453125,2581.07153320312,0,0,0,28766.9497070312,0,0,0,33892.85546875,0,0,0,5214.28564453125,0,0,0,15909.7245788574,0,7821.4287109375,0,0,0,0,3910.71435546875,0,0,5214.28564453125,13035.7138671875,13374.6416015625,2607.14282226562,10428.5712890625,7938.75,10645.8333740234,1303.57141113281,13583.3333740234,17760.4166870117,13500,0,0,0,0,0,0,25486.4453125,1.06050002574921,279560.597930908,263612.061426786,270366.490471652
10063,4,2,1044,5,3131.96923828125,15659.845703125,0,0,0,5341.30061035156,5997.492578125,14806.6400390625,0,11899.7844238281,912.5,9059.821875,0,0,0,12670.7055664062,0,0,0,0,0,9224.226171875,0,0,0,260.7142578125,0,6162.74725341797,834.28564453125,834.28564453125,0,3650,0,0,0,0,0,0,0,7821.42890625,3650,2085.7142578125,1338.33334960938,2920,3702.14278564453,2736.66665039062,5779.16670532226,1640,3650,160,3360,2300,3406.66669921875,0,2729.8333984375,1.06050002574921,128934.456817627,121578.928512085,124694.097983243
10064,4,2,1044,4,3131.96923828125,12527.876953125,0,0,2978.3772277832,760.416656494141,3059.39607747396,1621.40559895833,0,5277.8291015625,1140.625,3286.08642578125,3258.92858886719,869.047688802083,0,7687.83799235026,0,0,0,3910.71435546875,0,6735.11897786458,0,2346.42846679688,0,325.892852783203,0,5738.27782185872,0,0,0,1303.57145182292,0,2607.14274088542,0,0,0,1955.35705566406,0,7821.42822265625,1738.09521484375,0,506.944458007812,1825,282.440475463867,4967.36120605469,4586.80562845866,0,0,0,9000,4900,2585.41668701172,2125,3921.8046875,1.06050002574921,99122.7506612142,93467.9380051758,95862.8305294742
10065,4,1,0,6,3131.96923828125,18791.81640625,0,0,1588.62562197731,2569.8980422247,9983.72058686756,2172.619140625,0,8100.76542154948,0,2944.416015625,0,1216.66666666667,681.821847098214,7971.1575172061,0,651.785725911458,0,7076.53073846726,0,4127.97619047619,0,1986.3946358817,0,130.357147216797,0,4023.47441101074,0,0,0,0,0,0,0,0,0,1986.3946358817,0,10428.5715215774,11080.3571079799,3600.34005301339,8864.28571428571,1013.88891601562,80.6972816103981,6994.04761904762,6451.25002034505,1023.80952380952,4345.23800223214,0,6416.66666666667,16333.3333333333,6083.33333333333,0,6857.14285714286,1.05650001764297,146785.566295079,138935.6969653,142495.592145634
10066,4,2,1044,1,3131.96923828125,3131.96923828125,0,0,0,8255.95227050781,21448.9548339844,0,521.428588867188,14514.9688720703,3806.42846679688,5162.14306640625,15133.339436849,0,3317.31638590495,39441.6492513021,0,0,0,36934.5237630208,0,25103.4296875,0,6517.857421875,0,0,15642.857421875,531.492156982422,0,7821.4287109375,0,0,0,0,4948.35538736979,0,0,6517.857421875,0,25289.28515625,6778.57153320312,19988.0947265625,3244.44451904297,9125,290.714294433594,15309.7220865885,8942.50008138021,14516.6666666667,0,0,0,0,3041.66674804688,0,16841.45703125,1.06050002574921,338988.105987549,319649.31424501,327839.56396508
