"country","wave","visit","surveyt","surveyprd","zone","state","lga","ea","rururb","hhid","hhsize","nfdwater","nfdelec","nfdgas","nfdfwood","nfdchar","nfdkero","nfdliqd","nfdutil","nfdcloth","nfdfmtn","nfdrepar","nfddome","nfdpetro","nfddiesl","nfdfares","nfdtrans","nfdcomm","nfdrecre","nfdtbac","nfdrnthh","nfdinsur","fdsorby","fdmilby","fdmaizby","fdriceby","fdyamby","fdcasby","fdcereby","fdbrdby","fdtubby","fdpoulby","fdmeatby","fdfishby","fddairby","fdfatsby","fdfrutby","fdvegby","fdbeanby","fdswtby","fdbevby","fdalcby","fdrestby","fdothby","fdsorpr","fdmilpr","fdmaizpr","fdricepr","fdyampr","fdcaspr","fdcerepr","fdbrdpr","fdtubpr","fdpoulpr","fdmeatpr","fdfishpr","fddairpr","fdfatspr","fdfrutpr","fdvegpr","fdbeanpr","fdswtpr","fdbevpr","fdalcpr","fdothpr","edtexp","nfdfoth","totcons","hhweight"
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10012,7,695.238098144531,1714.28576660156,0,0,0,695.238071986607,0,0,228.571428571429,1745.17004394531,0,0,3476.19056919643,0,0,0,5561.9052734375,800,0,8007.9189453125,0,0,0,0,6704.08147321429,0,0,0,5288.77559988839,0,0,3352.04073660714,5959.18359375,2383.67354910714,2234.69384765625,0,2756.12248883929,1862.24483816964,223.469395228795,7151.02043805804,0,30093.8768136161,744.89794921875,0,0,0,0,0,12541.5636160714,0,0,1862.24483816964,0,0,0,0,1117.34695870536,3165.81640625,0,0,0,0,0,1002.68296595982,0,0,111368.2421875,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10013,8,1064.58337402344,6000,0,304.166656494141,0,3802.08325195313,0,0,1375,6230.0595703125,0,0,0,0,6517.85693359375,0,7604.1669921875,1500,0,24836.390625,0,0,0,0,5866.0712890625,0,0,0,3584.82135009766,3910.71435546875,0,9125,13687.5004882813,12775.0003662109,2933.03564453125,3910.71423339844,11601.7855834961,2281.25,651.785705566406,6061.60720825195,0,4171.42861938477,1173.21426391602,0,0,1948.31079101563,0,0,2474.94946289063,0,0,0,0,0,0,0,0,656.674011230469,0,0,0,0,0,0,0,0,146048.1875,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10014,2,9125,12000,0,0,0,15208.3330078125,0,0,1300,17595.23828125,0,0,0,0,13035.7138671875,0,16425,100000,0,74315.6875,0,0,0,2607.14282226563,7821.4287109375,0,5214.28564453125,0,5214.28576660156,5214.28564453125,0,23464.28515625,33892.8564453125,0,0,5214.28564453125,17467.8571777344,6517.85693359375,0,7039.28594970703,0,17989.2857666016,1303.57141113281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607.14282226563,0,0,0,0,0,0,0,0,400572.84375,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,0,0,10015,2,4258.33349609375,3000,0,0,0,4258.33349609375,0,0,0,8777.380859375,0,0,0,0,7821.4287109375,0,9733.3330078125,40000,0,6000,0,0,0,0,0,0,5214.28564453125,0,521.428588867188,0,0,0,19553.5712890625,0,3258.92846679688,2607.14282226563,8864.28564453125,0,0,0,0,2607.14282226563,1303.57141113281,0,0,0,0,3687.93823242188,5397.88720703125,0,0,0,0,0,0,0,0,2476.78564453125,0,0,0,0,0,0,0,6083.33349609375,145425.109375,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10016,6,304.166656494141,5000,0,0,0,2027.77783203125,0,0,833.333333333333,7500.59521484375,0,0,8111.111328125,0,12166.6666666667,0,10138.888671875,533.333312988281,0,69932.2421875,0,0,0,0,5214.28580729167,3476.1904296875,5214.28580729167,0,4345.23803710938,2172.61897786458,0,25202.3809407552,8690.47591145833,2607.14290364583,3476.1904296875,1303.57141113281,8516.66670735677,1738.09521484375,434.523803710938,3476.19059244792,3476.1904296875,26853.5720214844,3910.71431477865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691.244140625,0,0,0,0,0,0,811.111083984375,230158.796875,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10017,4,304.166656494141,12000,0,0,0,1825,0,0,0,4621.130859375,0,0,24333.333984375,0,5214.28564453125,0,25550,6300,0,104898.359375,0,0,0,0,9385.7138671875,6517.85693359375,7821.4287109375,0,6517.85705566406,2607.14282226563,0,11732.142578125,28678.5705566406,2607.14282226563,5866.0712890625,1303.57141113281,17728.5711669922,2607.14282226563,651.785705566406,3128.57153320313,0,10689.2858886719,8473.21429443359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114.96606445313,5046.08251953125,0,0,0,0,0,0,1825,323348.375,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10018,5,1216.66674804688,7200,0,0,0,0,0,0,0,2420,0,0,0,0,0,0,1946.66662597656,1900,0,11211.0869140625,0,0,0,0,6444.47122891713,0,0,0,1074.078504331,0,0,10740.7848403789,10740.7848403789,1074.078504331,2685.19625892285,3222.23561445856,10203.7455824994,0,537.039252165501,537.039252165501,0,1074.078504331,3759.27476706316,0,0,0,0,0,8503.51906238799,0,0,1576.09336507454,0,0,0,0,0,3194.10502556085,4989.26737329103,0,0,0,0,0,0,851.666687011719,97101.8671875,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,104,1364,0,10019,8,760.416687011719,1500,0,0,0,988.541687011719,0,0,1087.5,4469.7919921875,0,0,0,0,0,0,2737.5,500,0,3288.57568359375,0,0,0,0,3910.71435546875,3584.82153320313,1955.35717773438,0,1433.92858886719,0,0,5540.17849731445,1303.57141113281,325.892852783203,2737.5,0,1955.35711669922,1955.35717773438,195.535720825195,130.357147216797,0,7756.25012207031,195.535720825195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802.08325195313,52114.765625,11332.0537109375
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10021,5,1946.66662597656,2400,0,0,0,0,0,0,1600,5441.4287109375,0,0,0,0,6257.14296875,1216.66669921875,7300,1000,0,7772.5244140625,0,0,0,0,3678.17421778176,0,0,0,12190.5199333029,0,0,9458.16205059566,3678.17421778176,2101.81381034464,0,0,0,2522.17669028148,0,0,0,5254.53442650432,0,0,0,0,0,5254.53442650432,7980.97122396331,0,0,5437.30079295658,0,0,0,0,1050.90690517232,1004.49180285785,0,0,0,0,0,0,0,4380,98926.1875,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10022,6,405.555541992188,6000,0,0,0,405.555541992188,0,0,0,2240.07934570313,0,0,20277.77734375,0,0,2027.77783203125,14194.4443359375,1666.66662597656,0,9342.572265625,0,0,0,0,17341.1291956221,0,0,0,3853.58441186966,0,0,9633.96058148683,0,0,7707.16861413526,0,5587.69737557563,7225.47099466185,0,0,0,963.396076766907,3853.58441186966,0,0,5485.28175143613,0,14450.9419893237,14632.7640111363,0,0,2827.35788239404,9633.96058148683,0,0,2890.18832339184,3853.58430706763,10498.0783135128,7960.54858897549,0,0,0,0,0,0,0,184959.140625,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10023,6,709.722229003906,600,0,0,0,304.166666666667,0,0,3450,1037.97619628906,0,0,1216.66666666667,0,2607.14290364583,0,2636.11108398438,1400,0,12951.9267578125,0,0,0,0,0,0,0,0,6691.66658528646,0,7821.42838541667,0,2607.14290364583,1390.47623697917,1738.09521484375,0,3128.57137044271,2172.61897786458,347.619059244792,1998.80944824219,0,38585.7151692708,2954.76196289063,0,0,0,5381.71744791667,0,0,0,0,1983.69547526042,0,0,0,0,1738.09521484375,1661.32926432292,1345.6220703125,2367.01123046875,0,0,0,434.523803710938,0,0,111262.609375,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10024,2,1825,0,0,0,0,3041.66674804688,0,0,500,9153.5712890625,0,0,0,0,0,1216.66662597656,0,3000,0,19109.8515625,0,0,0,0,6831.30600898718,0,0,0,4098.78381423329,0,0,13662.6120179744,5465.04491161024,3552.27916305941,0,0,13116.1078719923,4372.03613136493,0,2186.01806568247,0,7377.81076532077,4098.78367525237,0,0,4667.44370134575,0,13662.6120179744,10375.8872336932,0,0,0,0,0,0,0,5465.04491161024,0,0,0,0,0,0,0,0,0,136778.53125,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10025,5,486.666656494141,2400,0,0,0,2433.3333984375,0,0,2000,2261.42846679688,0,0,0,0,0,730,1946.66674804688,2000,0,4068.27807617188,0,0,0,1303.57138671875,5214.285546875,8342.85703125,0,0,3128.57138671875,0,0,9385.7140625,7300,1564.2857421875,3128.571484375,0,13035.7142578125,0,0,3128.571484375,0,9907.1427734375,3649.99995117188,0,0,1303.57138671875,0,0,4128.169140625,0,0,0,0,0,0,0,2085.7142578125,2289.9404296875,0,0,0,0,0,0,0,0,97223.0546875,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10027,4,152.08332824707,3000,0,0,0,669.166687011719,0,0,500,1568.03564453125,0,0,1825,0,13035.7138671875,1520.83337402344,3041.66674804688,2500,0,6577.1513671875,0,0,0,0,5947.83068723967,0,0,0,1586.08827385642,0,0,0,8591.31102306165,0,0,0,3700.87260701581,0,264.348045642737,2907.82837926733,0,25377.4112830699,2246.95829677676,0,0,0,0,0,7401.74503092615,0,0,2715.31420262414,0,47582.6454979173,0,0,2643.48033289213,3463.34907749765,0,0,0,0,0,0,0,60.8333320617676,148879.65625,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10028,1,608.333312988281,0,0,0,0,1825,0,0,0,608.333312988281,0,0,0,0,0,0,0,1600,0,11949.1943359375,0,0,0,0,0,7915.85446548222,0,0,0,5277.23614756106,0,0,0,0,0,0,2638.61819774997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21108.9445902442,0,21108.9445902442,21267.2588524008,2638.61832171942,0,0,0,0,3518.15743170737,0,3650,105714.5,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10029,4,1216.66662597656,13035.7138671875,0,0,0,2433.33325195313,0,0,2200,531.25,0,0,3041.66674804688,0,0,0,11132.5,1000,0,4491.48583984375,0,0,0,0,124615.725043023,0,166154.299731843,0,83077.1499879919,0,0,0,114231.085488728,24923.1462683917,41538.5749329608,0,51923.2187882713,41538.5749329608,0,87231.0108488584,0,83077.1499879919,112154.15087935,0,0,133035.705270964,0,0,63225.4995267838,0,0,0,0,0,0,0,20769.2874664804,31924.1251602382,0,0,0,0,0,0,0,760.416687011719,1219261.75,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,106,880,0,10030,9,946.296325683594,11587.30078125,0,135.185180664063,0,675.925944010417,0,0,2222.22222222222,4877.5400390625,0,0,0,0,2896.82530381944,0,2703.70385742188,1333.33337402344,0,6737.4921875,0,0,0,0,5793.65060763889,0,0,0,289.682535807292,0,0,0,0,0,0,0,2896.82541232639,0,0,0,0,3302.380859375,289.682535807292,0,0,0,0,7242.06336805556,6599.86588541667,0,0,2644.92730034722,0,3520.75716145833,0,695.238118489583,1158.73014322917,785.5224609375,154.026326497396,0,0,0,0,0,0,1351.85192871094,70841.0234375,3525.52807617188
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10031,5,4866.6669921875,16800,0,0,0,6813.33359375,0,2920,1520,13550.953125,0,0,7300,0,5214.285546875,0,14600,1600,0,240000,0,0,0,0,6257.14296875,0,3650,0,3545.71435546875,6257.14296875,9385.7140625,11992.8568359375,14599.999609375,2502.8572265625,2555,8342.85703125,18875.7140625,3650,1042.85712890625,5110.00004882812,0,10845.714453125,1981.42856445313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24333.33203125,450113.5625,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10032,4,9125,16500,0,0,0,9125,0,9125,2850,20393.453125,0,0,0,0,6517.85693359375,0,18250,2500,0,30000,0,0,0,0,7821.4287109375,0,4562.5,0,11080.3569335938,5214.28564453125,11732.142578125,13035.7139892578,22160.7143554688,4171.42858886719,3193.75,13035.7143554688,16685.7143554688,3258.92846679688,1303.57141113281,5866.07159423828,0,15512.5,2216.07147216797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30416.666015625,295653.84375,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10033,2,9976.6669921875,0,0,0,0,9733.3330078125,0,14600,23800,19091.0703125,0,0,0,0,52142.85546875,0,18250,20000,0,30490.37109375,0,0,0,0,13607.5302316538,12246.7773172131,5443.01220138618,0,8164.51853699621,0,0,21772.0488055447,16329.0370739924,4354.4099638004,2177.2049819002,2721.50610069309,13879.6811710967,6531.6149457006,0,11974.6273912274,0,109404.543976257,7075.91581112918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15208.333984375,448975.0625,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10034,9,2027.77783203125,2666.66674804688,0,0,0,2027.77777777778,0,3244.4443359375,111.111111111111,13527.77734375,1351.85192871094,0,1351.85188802083,0,2896.82530381944,0,5407.40771484375,1333.33337402344,0,10738.0888671875,0,0,0,0,5113.46610084849,4511.88193442065,3609.50545269207,3007.92105920172,6015.84251827498,902.376363173017,0,11730.8922872214,3609.50534418512,3910.29731386779,4812.6738940547,1804.75267209256,6497.109753761,3609.50545269207,300.792111596735,721.90110239397,0,9805.82301975652,3068.07947544347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055.5556640625,123772.8046875,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10035,6,648.888854980469,10000,8111.111328125,0,0,2737.5,0,202.777770996094,10766.6666666667,7795.39697265625,0,0,5677.77799479167,0,11732.1432291667,0,12166.6669921875,1866.66662597656,0,24000,0,0,0,0,5648.80924479167,5909.52408854167,7821.42838541667,0,6517.85725911458,3041.66666666667,0,16077.3805745443,11297.6188151042,3476.1904296875,17380.9529622396,3910.71427408854,8777.3808186849,2172.61897786458,1738.09521484375,25984.5237630208,0,37282.1427408854,3997.61897786458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.573018391927,0,0,0,0,28333.333984375,285256.0625,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10036,7,0,8571.4287109375,0,0,0,5214.28571428571,0,2085.71435546875,12800,7077.92529296875,0,0,10428.5714285714,0,0,0,9733.333984375,2000,0,22285.71484375,0,0,0,0,0,9311.22433035714,7448.97935267857,0,6778.57170758929,2979.591796875,0,13408.1630859375,6331.63253348214,1191.83677455357,14153.0616629464,3352.04080636161,7970.40806361607,1489.7958984375,1638.77553013393,4767.34709821429,8938.77566964286,60932.6520647321,3575.51018415179,0,0,0,6919.35044642857,0,0,0,0,0,0,0,0,0,2234.69391741071,0,0,0,0,0,0,0,0,22942.857421875,266562.21875,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10037,2,6083.33349609375,4200,0,0,0,6083.33349609375,0,7300,3000,23178.572265625,0,0,0,0,7821.4287109375,0,18250,3500,0,30490.37109375,0,0,0,0,7994.81847935328,0,5329.87881915457,0,4796.89110370748,10659.7576383091,0,15989.6362262847,15989.6364704253,5596.37284566801,5862.86685921984,15989.6364704253,25849.9124342899,6662.34839863249,2664.93940957728,9593.7821463798,0,22385.4916268127,5063.38492767304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270336.375,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10038,9,270.370361328125,0,0,0,0,2703.70377604167,0,2027.77783203125,777.777777777778,1616.40209960938,0,0,6083.33333333333,0,2027.77777777778,0,3785.18530273438,1044.44445800781,0,13333.3330078125,0,0,0,0,4519.04774305556,8690.4765625,1738.09526909722,0,3997.61908637153,4634.92057291667,0,11007.9366319444,2027.77777777778,1158.73014322917,10138.8886176215,579.365071614583,11355.5555691189,2896.82530381944,579.365071614583,2085.71432834201,0,15469.0472547743,3823.80946180556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14735.185546875,133108.46875,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,4,410,0,0,10039,3,0,0,0,0,0,10138.888671875,0,0,0,4838.888671875,0,0,0,0,8690.47591145833,0,8111.111328125,6666.66650390625,0,376319,0,0,0,0,0,0,0,0,3639.56476472032,7279.12952944064,0,18197.8234849388,8189.02063595503,0,3639.56476472032,5459.34731641187,12738.4768458525,0,0,3639.56476472032,0,5459.34731641187,6551.21638381247,0,0,0,12779.0439397327,5148.35240462054,3290.23174119147,0,2753.61795126675,12051.7674113205,0,0,10918.6946328237,0,9224.5358446482,2129.74749959961,4731.4342521639,6782.20555636924,0,0,0,12576.5177855158,0,2838.88891601563,574783.125,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,111,1146,1,10040,1,0,42000,0,0,0,6083.33349609375,0,18250,2400,55188.57421875,0,0,77866.6640625,0,0,0,68133.3359375,67833.328125,0,120000,0,0,0,0,12514.2861328125,13035.7138671875,5214.28564453125,0,15642.8569335938,10428.5712890625,0,112107.139648438,104285.7109375,10428.5712890625,10428.5712890625,2607.14282226563,39107.1418457031,0,10428.5712890625,2607.14282226563,0,232035.70703125,18249.9997558594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.43811035156,0,0,0,0,127141.6640625,1185113.625,8385.7197265625
"NGA",3,1,"LSMS-ISA2015",2015,4,1,102,536,1,10041,6,405.555541992188,3600,0,0,0,3041.66666666667,0,405.555541992188,9266.66666666667,15034.9208984375,0,0,16222.22265625,0,17380.9518229167,0,4461.11083984375,29997.220703125,0,16107.1328125,0,0,0,0,52142.859375,2607.14290364583,5214.28580729167,0,8082.14290364583,3910.71419270833,0,14339.2862955729,12166.6666666667,3476.1904296875,6952.380859375,1738.09521484375,10689.2856445313,2172.61897786458,521.428588867188,13991.666788737,13904.76171875,76910.71484375,3215.47625732422,0,0,0,0,0,0,3910.71419270833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351869.4375,9065.6435546875
"NGA",3,1,"LSMS-ISA2015",2015,6,24,2418,0,1,10042,3,0,3200,0,0,0,2027.77783203125,0,811.111083984375,4000,5680.95263671875,0,0,10138.888671875,0,31285.7135416667,0,36500,0,0,12000,0,0,0,0,5214.28580729167,10428.5716145833,3476.1904296875,0,26071.4285481771,0,12166.6666666667,10428.5716145833,0,0,3476.1904296875,3476.1904296875,12166.6665039063,3302.380859375,0,0,0,109499.998535156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12166.6669921875,317518.25,9065.6435546875
"NGA",3,1,"LSMS-ISA2015",2015,4,1,102,536,1,10043,6,608.333312988281,4000,0,0,0,3041.66666666667,0,405.555541992188,7733.33333333333,7609.24609375,0,0,12166.6666666667,0,4866.66666666667,0,12572.22265625,11605.5546875,0,25009.9609375,0,0,0,0,5214.28580729167,7821.42838541667,12166.6666666667,0,10863.0952148438,0,0,0,8690.47623697917,1738.09521484375,13035.7139485677,1303.57145182292,9559.52376302083,3041.66666666667,1911.90478515625,7821.42858886719,0,52577.3805338542,4171.42869059245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.111083984375,230347.015625,9065.6435546875
"NGA",3,1,"LSMS-ISA2015",2015,4,1,102,536,1,10044,7,260.714294433594,1028.57141113281,0,0,0,3476.19056919643,0,2607.14282226563,200,2323.29931640625,0,0,0,0,0,0,3476.19067382813,1142.85717773438,0,5142.85693359375,0,0,0,0,1787.75516183036,0,2234.69391741071,0,3724.48974609375,1489.7958984375,0,6704.08147321429,5214.28571428571,595.918387276786,4022.44900948661,4096.93875558036,3426.53058733259,3352.04073660714,372.448974609375,1489.7958984375,0,5959.18373325893,4022.44900948661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214.28564453125,73364.9765625,9065.6435546875
